GeneSymbol	GeneID	MediaTumor	MedianNormal	Log2FoldChange	adjp
NDUFS2	ENSG00000158864.12	65.748	138.202	-1.060	3.13e-17
FCER1G	ENSG00000158869.10	23.119	68.180	-1.520	3.43e-14
MPZ	ENSG00000158887.15	0.810	2.885	-1.102	6.63e-11
EPB41	ENSG00000159023.18	4.570	12.210	-1.246	4.61e-16
SV2A	ENSG00000159164.9	1.300	4.740	-1.319	1.91e-3
STC1	ENSG00000159167.11	6.460	0.480	2.334	1.10e-31
SCUBE1	ENSG00000159307.18	1.350	3.835	-1.041	1.04e-5
PTMS	ENSG00000159335.15	401.372	192.517	1.056	5.37e-10
HK2	ENSG00000159399.9	5.760	1.729	1.308	1.05e-9
THEM4	ENSG00000159445.12	8.810	20.510	-1.133	2.85e-24
SPON2	ENSG00000159674.11	3.840	39.044	-3.048	9.44e-36
TPPP3	ENSG00000159713.10	7.350	1.650	1.656	2.26e-11
ZYX	ENSG00000159840.15	31.241	64.980	-1.033	1.67e-12
NPR2	ENSG00000159899.14	3.710	13.090	-1.581	4.09e-15
PTGIR	ENSG00000160013.8	0.810	5.190	-1.774	1.25e-35
FNDC5	ENSG00000160097.15	3.090	17.740	-2.196	2.04e-32
TFF3	ENSG00000160180.15	1.840	8.059	-1.673	2.08e-21
SLC37A1	ENSG00000160190.13	3.290	7.900	-1.053	3.05e-22
CBS	ENSG00000160200.17	0.570	2.530	-1.169	7.94e-4
ITGB2	ENSG00000160255.16	7.630	18.870	-1.203	1.68e-6
S100B	ENSG00000160307.9	0.250	3.540	-1.861	2.24e-22
FCN2	ENSG00000160339.15	3.040	17.355	-2.184	2.52e-14
PCSK7	ENSG00000160613.12	8.440	19.815	-1.141	1.32e-28
S100A1	ENSG00000160678.11	0.600	2.420	-1.096	2.70e-14
SHC1	ENSG00000160691.18	38.109	85.644	-1.148	2.38e-15
NLRX1	ENSG00000160703.15	4.870	10.910	-1.021	3.98e-14
NBEAL2	ENSG00000160796.16	7.220	28.100	-1.824	2.38e-31
PTH1R	ENSG00000160801.13	2.680	38.124	-3.410	2.76e-52
MYL3	ENSG00000160808.9	0.210	2.725	-1.622	5.10e-52
PPP1R35	ENSG00000160813.6	13.940	31.100	-1.103	6.38e-14
HK3	ENSG00000160883.10	0.850	8.445	-2.352	7.87e-37
LY6E	ENSG00000160932.10	528.550	174.428	1.594	1.11e-14
RECQL4	ENSG00000160957.12	5.770	2.380	1.002	7.22e-16
RACGAP1	ENSG00000161800.12	7.160	2.200	1.351	1.48e-20
GRASP	ENSG00000161835.10	2.100	9.850	-1.807	3.95e-34
SCIMP	ENSG00000161929.14	0.310	1.635	-1.008	3.12e-19
TNFSF13	ENSG00000161955.16	10.010	22.100	-1.069	3.25e-11
FGF11	ENSG00000161958.10	3.360	23.299	-2.478	2.50e-16
PAQR4	ENSG00000162073.13	25.849	6.555	1.829	6.15e-28
FLYWCH2	ENSG00000162076.12	119.651	33.610	1.802	7.54e-36
ZG16B	ENSG00000162078.11	9.930	0.625	2.750	2.75e-22
NEU3	ENSG00000162139.9	4.050	10.300	-1.162	1.34e-27
ITIH3	ENSG00000162267.12	0.400	1.954	-1.077	5.87e-4
TPCN2	ENSG00000162341.15	2.180	6.615	-1.260	2.50e-45
PDZK1IP1	ENSG00000162366.7	1.620	7.030	-1.616	4.83e-4
PPAP2B	ENSG00000162407.8	11.580	35.300	-1.529	2.45e-19
ZSWIM5	ENSG00000162415.6	2.640	10.555	-1.666	2.69e-33
RBP7	ENSG00000162444.11	32.459	9.233	1.709	1.54e-29
FBLIM1	ENSG00000162458.12	4.790	17.289	-1.659	5.39e-17
SLC25A34	ENSG00000162461.7	0.510	3.390	-1.540	1.19e-40
PDPN	ENSG00000162493.16	0.300	2.405	-1.389	4.58e-8
LRRC38	ENSG00000162494.5	0.050	9.950	-3.382	3.99e-23
LAPTM5	ENSG00000162511.7	20.369	46.499	-1.152	8.24e-6
TSSK3	ENSG00000162526.6	0.420	2.145	-1.147	3.58e-35
SCNN1D	ENSG00000162572.19	2.150	5.315	-1.003	1.19e-21
MXRA8	ENSG00000162576.16	8.950	29.880	-1.634	1.60e-10
MEGF6	ENSG00000162591.15	0.390	4.035	-1.857	2.80e-37
NFIA	ENSG00000162599.15	3.370	9.049	-1.201	1.59e-23
MYSM1	ENSG00000162601.9	2.240	8.965	-1.621	1.59e-51
FUBP1	ENSG00000162613.16	24.880	64.504	-1.340	1.69e-28
NEXN	ENSG00000162614.18	2.740	15.885	-2.175	5.41e-39
WDR63	ENSG00000162643.12	3.550	8.390	-1.045	5.17e-6
GBP2	ENSG00000162645.12	32.880	96.191	-1.520	2.14e-15
MT2P1	ENSG00000162840.4	0.000	4.060	-2.339	3.03e-15
KLHDC8A	ENSG00000162873.14	0.820	18.254	-3.403	8.81e-26
PKDCC	ENSG00000162878.12	20.831	52.723	-1.299	4.35e-17
HAAO	ENSG00000162882.14	1.170	6.170	-1.724	4.67e-27
VSNL1	ENSG00000163032.11	0.430	9.330	-2.853	4.01e-14
SGPP2	ENSG00000163082.9	1.600	5.755	-1.377	2.27e-5
SPRR3	ENSG00000163209.14	0.150	1.925	-1.347	1.38e-14
S100A9	ENSG00000163220.10	5.110	89.906	-3.895	1.41e-33
TDRD10	ENSG00000163239.12	0.270	4.260	-2.050	1.49e-56
FZD5	ENSG00000163251.3	1.470	4.095	-1.045	2.27e-21
FAM19A4	ENSG00000163377.14	11.970	3.395	1.561	4.58e-10
FSTL1	ENSG00000163430.9	29.449	78.869	-1.391	2.98e-12
LMOD1	ENSG00000163431.12	2.370	33.711	-3.365	3.23e-33
STK36	ENSG00000163482.11	11.430	40.281	-1.732	6.11e-33
TGFBR2	ENSG00000163513.17	15.220	41.019	-1.373	4.06e-18
NFASC	ENSG00000163531.15	2.920	15.175	-2.045	2.87e-22
SERPINI1	ENSG00000163536.12	7.450	3.205	1.007	4.91e-11
MNDA	ENSG00000163563.7	1.040	6.270	-1.833	4.39e-15
ICA1L	ENSG00000163596.16	1.400	3.845	-1.013	1.19e-34
PTX3	ENSG00000163661.3	0.270	2.830	-1.593	1.72e-11
SMIM14	ENSG00000163683.11	25.770	52.804	-1.007	3.66e-6
PCOLCE2	ENSG00000163710.7	9.300	2.385	1.605	3.38e-13
TTC14	ENSG00000163728.10	6.660	18.445	-1.344	1.74e-33
PLB1	ENSG00000163803.12	1.270	4.425	-1.257	8.50e-10
ZC3H12A	ENSG00000163874.8	2.920	10.335	-1.532	7.25e-27
RPL39L	ENSG00000163923.9	7.970	2.455	1.376	5.93e-15
UVSSA	ENSG00000163945.15	2.020	7.370	-1.471	1.48e-31
SLC51A	ENSG00000163959.9	5.590	16.365	-1.398	7.04e-4
ERMAP	ENSG00000164010.13	4.210	9.615	-1.027	1.35e-21
H2AFZ	ENSG00000164032.11	220.708	80.934	1.436	2.16e-19
PLXNB1	ENSG00000164050.12	3.030	11.340	-1.614	2.94e-28
PPM1M	ENSG00000164088.17	4.490	12.185	-1.264	6.20e-19
ETNPPL	ENSG00000164089.8	0.520	3.828	-1.667	2.00e-7
HMGB2	ENSG00000164104.11	57.420	22.715	1.301	2.01e-22
MAD2L1	ENSG00000164109.13	11.140	2.180	1.933	4.39e-29
HPGD	ENSG00000164120.13	10.060	2.840	1.526	4.63e-5
TMEM144	ENSG00000164124.10	5.410	13.700	-1.197	6.14e-17
FAM198B	ENSG00000164125.15	55.842	119.967	-1.090	9.79e-5
NPY1R	ENSG00000164128.6	1.350	19.775	-3.144	2.85e-51
NPY5R	ENSG00000164129.11	0.040	1.945	-1.502	1.32e-49
HHIP	ENSG00000164161.9	0.230	1.585	-1.071	2.56e-9
ITGA2	ENSG00000164171.10	1.850	5.955	-1.287	9.37e-11
NDUFS4	ENSG00000164258.11	138.217	68.180	1.009	5.32e-15
ESM1	ENSG00000164283.12	12.300	0.490	3.158	1.07e-49
GPX8	ENSG00000164294.13	36.181	6.990	2.218	3.53e-42
UQCRQ	ENSG00000164405.10	713.316	321.761	1.146	2.03e-18
SAMD3	ENSG00000164483.16	0.380	2.005	-1.123	1.19e-23
TMEM200A	ENSG00000164484.11	2.120	11.820	-2.039	7.70e-19
PTTG1	ENSG00000164611.12	31.330	3.085	2.984	6.15e-35
SHH	ENSG00000164690.7	1.690	4.720	-1.088	1.14e-4
TNFRSF11B	ENSG00000164761.8	0.220	2.665	-1.587	1.37e-22
PHKG1	ENSG00000164776.9	1.290	3.655	-1.023	3.64e-8
OXR1	ENSG00000164830.17	19.530	40.496	-1.015	4.05e-12
GPER1	ENSG00000164850.14	2.200	7.950	-1.484	5.85e-7
TMEM184A	ENSG00000164855.15	2.610	0.330	1.441	7.91e-22
MICALL2	ENSG00000164877.18	17.820	91.448	-2.296	8.31e-41
OSR2	ENSG00000164920.9	2.870	8.330	-1.269	1.22e-10
FREM1	ENSG00000164946.19	0.270	2.630	-1.515	9.99e-24
KDM1B	ENSG00000165097.13	2.570	6.480	-1.067	3.96e-12
SVEP1	ENSG00000165124.17	0.230	3.040	-1.716	1.25e-14
FBP1	ENSG00000165140.9	2.980	24.056	-2.654	1.08e-40
KIAA1958	ENSG00000165185.14	1.940	5.515	-1.148	3.72e-22
FIGF	ENSG00000165197.4	1.260	3.765	-1.076	1.09e-5
WNK2	ENSG00000165238.16	1.280	4.725	-1.328	1.39e-9
ZNF367	ENSG00000165244.6	2.450	0.400	1.301	2.28e-24
NLGN4Y	ENSG00000165246.12	0.000	1.184	-1.127	1.27e-4
TRMT10B	ENSG00000165275.9	3.100	7.890	-1.117	4.65e-31
MELK	ENSG00000165304.7	2.260	0.395	1.225	2.54e-22
LRFN5	ENSG00000165379.13	0.250	1.725	-1.124	2.55e-27
MAR8	ENSG00000165406.15	7.460	17.554	-1.133	1.28e-16
SLC16A9	ENSG00000165449.11	12.450	86.055	-2.694	3.65e-37
FOLR2	ENSG00000165457.13	7.200	17.650	-1.185	8.17e-5
INPPL1	ENSG00000165458.13	33.240	80.825	-1.257	2.90e-23
PKNOX2	ENSG00000165495.15	0.130	1.780	-1.299	5.49e-23
TMEM63C	ENSG00000165548.10	6.780	2.450	1.173	1.61e-8
FAAH2	ENSG00000165591.6	6.730	1.385	1.697	1.69e-21
VSTM4	ENSG00000165633.12	10.860	26.213	-1.198	7.93e-10
TSC1	ENSG00000165699.13	5.290	13.120	-1.167	4.45e-31
STOX1	ENSG00000165730.14	0.920	3.729	-1.301	1.08e-26
NDRG2	ENSG00000165795.20	67.888	423.259	-2.623	1.58e-35
SALL2	ENSG00000165821.11	1.390	4.160	-1.110	6.23e-5
PACSIN3	ENSG00000165912.15	24.309	52.425	-1.078	5.08e-14
HACD1	ENSG00000165996.13	2.210	10.420	-1.831	3.68e-20
TCP11L2	ENSG00000166046.10	2.870	7.865	-1.196	1.72e-14
IKBIP	ENSG00000166130.14	14.340	5.215	1.303	1.13e-30
TMEM100	ENSG00000166292.11	4.740	1.710	1.083	1.35e-10
TPP1	ENSG00000166340.14	65.981	151.433	-1.186	6.33e-10
PPFIBP2	ENSG00000166387.11	3.880	9.540	-1.111	2.33e-17
TUB	ENSG00000166402.8	0.670	4.565	-1.737	3.33e-40
RIC3	ENSG00000166405.14	6.020	19.340	-1.535	3.23e-36
ZMAT1	ENSG00000166432.14	4.710	10.895	-1.059	5.19e-16
TRIM66	ENSG00000166436.15	0.720	5.710	-1.964	3.40e-56
ST5	ENSG00000166444.17	40.059	86.765	-1.096	3.52e-12
MFAP4	ENSG00000166482.11	1.820	25.675	-3.242	1.37e-20
NDST2	ENSG00000166507.16	8.230	23.935	-1.434	4.60e-39
RRAD	ENSG00000166592.11	1.540	11.169	-2.260	8.56e-11
NNMT	ENSG00000166741.7	13.280	47.241	-1.756	8.27e-14
SLFN5	ENSG00000166750.9	2.450	6.750	-1.168	2.21e-13
FAM111A	ENSG00000166801.15	6.070	17.640	-1.399	1.99e-22
KIAA0101	ENSG00000166803.10	12.110	1.675	2.293	1.92e-26
KIF7	ENSG00000166813.14	0.560	2.420	-1.132	1.63e-11
PLIN1	ENSG00000166819.11	0.120	1.410	-1.105	5.37e-18
PEX11A	ENSG00000166821.8	3.610	8.485	-1.041	2.75e-16
GPR182	ENSG00000166856.2	0.040	1.835	-1.447	2.73e-47
MIR202HG	ENSG00000166917.8	65.958	208.954	-1.649	1.23e-17
SCG5	ENSG00000166922.8	3.440	0.565	1.504	9.98e-3
MS4A7	ENSG00000166927.12	2.690	17.259	-2.307	1.09e-28
MS4A14	ENSG00000166928.10	0.230	2.315	-1.430	2.13e-24
MBD6	ENSG00000166987.14	20.340	43.245	-1.052	3.08e-15
PBX3	ENSG00000167081.16	20.410	49.199	-1.229	2.81e-14
TBC1D2B	ENSG00000167202.11	9.450	22.415	-1.164	7.72e-19
IGF2	ENSG00000167244.17	2348.949	19.734	6.824	1.08e-41
ENTHD2	ENSG00000167302.9	8.930	25.045	-1.391	1.48e-35
TRIM68	ENSG00000167333.12	2.780	7.070	-1.094	1.12e-18
PRRT2	ENSG00000167371.16	0.970	9.399	-2.400	2.06e-43
SGK494	ENSG00000167524.14	0.680	3.515	-1.426	7.07e-35
ZNF641	ENSG00000167528.12	8.920	19.590	-1.054	2.49e-16
SERTAD3	ENSG00000167565.12	28.381	12.190	1.155	2.30e-33
LAIR1	ENSG00000167613.15	2.840	15.410	-2.095	8.31e-29
LENG8	ENSG00000167615.16	33.460	131.629	-1.944	1.01e-40
SPINT2	ENSG00000167642.12	14.740	34.416	-1.170	1.78e-11
KIFC2	ENSG00000167702.11	8.040	17.615	-1.042	3.57e-16
KLK4	ENSG00000167749.11	7.910	1.545	1.808	4.03e-13
ZNF83	ENSG00000167766.18	22.770	48.286	-1.052	3.49e-17
KRT1	ENSG00000167768.4	0.000	1.095	-1.067	4.70e-22
IGFBP6	ENSG00000167779.7	5.580	74.902	-3.528	1.29e-41
ZNF558	ENSG00000167785.8	5.440	12.405	-1.058	2.85e-20
TMC8	ENSG00000167895.14	0.580	2.830	-1.277	1.60e-25
TK1	ENSG00000167900.11	6.390	2.150	1.230	3.61e-15
SRRM2	ENSG00000167978.16	222.844	484.112	-1.116	1.66e-16
FTH1	ENSG00000167996.15	1668.689	4725.986	-1.501	8.06e-12
TRANK1	ENSG00000168016.13	1.280	4.890	-1.369	2.89e-23
LTBP3	ENSG00000168056.14	43.931	103.697	-1.220	1.77e-16
SF1	ENSG00000168066.20	51.570	134.600	-1.367	4.57e-28
SCARA3	ENSG00000168077.13	1.150	4.605	-1.382	4.73e-9
PBK	ENSG00000168078.9	5.650	0.325	2.327	6.38e-26
SETD5	ENSG00000168137.15	12.990	38.940	-1.513	3.42e-37
VASN	ENSG00000168140.4	3.480	11.850	-1.520	2.29e-9
TTC39C	ENSG00000168234.12	7.740	22.395	-1.420	5.15e-31
GLYCTK	ENSG00000168237.17	3.990	9.290	-1.044	7.97e-19
POLR2J3	ENSG00000168255.18	20.740	55.597	-1.380	3.86e-23
NT5DC2	ENSG00000168268.10	26.999	58.320	-1.083	1.60e-12
KIF5C	ENSG00000168280.16	3.340	7.990	-1.051	3.41e-10
FILIP1L	ENSG00000168386.18	2.490	9.380	-1.572	5.10e-18
MLKL	ENSG00000168404.12	2.170	6.580	-1.258	9.87e-28
RAB31	ENSG00000168461.12	23.390	93.160	-1.949	4.29e-25
PHYHIP	ENSG00000168490.13	0.890	20.129	-3.483	1.48e-55
STAT3	ENSG00000168610.14	23.200	67.004	-1.491	9.24e-31
LDLRAD4	ENSG00000168675.18	1.220	4.020	-1.177	1.53e-18
SLC16A4	ENSG00000168679.17	0.290	2.115	-1.272	2.11e-27
TMEM208	ENSG00000168701.18	149.789	70.609	1.074	7.62e-16
PPIP5K1	ENSG00000168781.21	5.800	18.205	-1.498	5.72e-27
MAT2A	ENSG00000168906.12	45.270	137.677	-1.584	3.94e-24
JMJD7-PLA2G4B	ENSG00000168970.20	0.990	4.080	-1.352	3.27e-46
SIGLEC7	ENSG00000168995.13	0.370	2.910	-1.513	3.44e-33
MFSD7	ENSG00000169026.12	1.230	4.365	-1.267	4.00e-23
HNRNPH1	ENSG00000169045.17	145.703	370.633	-1.341	6.24e-23
PARM1	ENSG00000169116.11	2.410	18.344	-2.504	4.26e-30
RP11-231C14.4	ENSG00000169203.16	11.710	31.630	-1.360	1.96e-21
THBS3	ENSG00000169231.13	6.410	16.565	-1.245	3.08e-20
NPIPB3	ENSG00000169246.16	15.170	38.362	-1.284	1.04e-21
GPRIN1	ENSG00000169258.6	2.410	0.440	1.244	1.67e-16
SHE	ENSG00000169291.9	1.050	7.280	-2.014	2.51e-56
STK32A	ENSG00000169302.14	2.410	8.115	-1.418	7.16e-17
KIAA1024	ENSG00000169330.8	0.130	4.730	-2.342	3.52e-28
GP2	ENSG00000169347.16	0.000	1.265	-1.179	1.90e-26
RNASE2	ENSG00000169385.2	1.220	5.185	-1.478	1.36e-7
ZEB2	ENSG00000169554.16	8.520	27.315	-1.573	2.85e-36
GKN1	ENSG00000169605.5	0.000	1.170	-1.118	1.41e-31
FAM103A1	ENSG00000169612.3	24.490	11.040	1.082	4.01e-23
LUZP1	ENSG00000169641.13	2.840	7.760	-1.190	5.08e-27
HEXDC	ENSG00000169660.15	14.650	38.108	-1.321	4.87e-22
ITGAM	ENSG00000169896.16	0.830	6.375	-2.011	4.60e-35
KLF13	ENSG00000169926.9	6.500	19.201	-1.429	2.89e-20
ZNF768	ENSG00000169957.9	38.869	17.950	1.073	1.33e-26
NLGN2	ENSG00000169992.9	6.150	13.470	-1.017	1.34e-16
FAM153A	ENSG00000170074.19	0.530	4.210	-1.768	3.19e-27
RP11-423H2.1	ENSG00000170089.15	28.670	9.710	1.470	2.47e-29
RNF150	ENSG00000170153.10	3.040	8.225	-1.191	1.95e-12
RP11-262H14.4	ENSG00000170161.6	1.350	4.250	-1.160	4.72e-23
HOXD4	ENSG00000170166.5	1.420	6.440	-1.620	1.10e-32
PDCD6IP	ENSG00000170248.13	28.291	62.040	-1.106	1.38e-15
MRAP	ENSG00000170262.12	12.590	126.917	-3.235	6.03e-26
HSPB2	ENSG00000170276.5	0.560	2.160	-1.018	1.56e-23
FOS	ENSG00000170345.9	28.099	75.439	-1.393	3.10e-9
KRT8	ENSG00000170421.11	14.280	40.184	-1.430	1.02e-6
KRT4	ENSG00000170477.12	0.000	1.370	-1.245	5.95e-36
LONRF2	ENSG00000170500.12	5.190	15.800	-1.440	2.00e-25
SERPINB9	ENSG00000170542.5	1.270	6.560	-1.736	9.21e-26
STAT2	ENSG00000170581.13	23.600	59.550	-1.299	3.61e-25
HSPA4	ENSG00000170606.13	102.771	45.395	1.161	7.78e-19
RASA4B	ENSG00000170667.14	6.060	13.870	-1.075	4.33e-13
SYT9	ENSG00000170743.16	0.070	1.460	-1.201	1.11e-37
HTRA3	ENSG00000170801.9	1.020	3.615	-1.192	3.38e-7
GPR27	ENSG00000170837.2	3.140	0.630	1.345	2.12e-14
PLA2G1B	ENSG00000170890.13	30.930	4.560	2.522	9.45e-24
GSTA4	ENSG00000170899.10	67.480	266.824	-1.968	1.13e-21
TPT1-AS1	ENSG00000170919.15	6.760	19.754	-1.419	2.94e-38
PDGFD	ENSG00000170962.12	9.720	64.740	-2.616	7.06e-17
LRRC8E	ENSG00000171017.10	1.530	4.530	-1.128	4.34e-12
FPR1	ENSG00000171051.8	0.430	4.430	-1.925	2.47e-23
FEZ2	ENSG00000171055.14	19.970	41.730	-1.027	2.40e-13
MFN1	ENSG00000171109.18	6.520	16.755	-1.239	2.36e-31
ZNF692	ENSG00000171163.15	14.410	34.770	-1.215	7.61e-21
RBKS	ENSG00000171174.13	8.200	21.094	-1.264	1.23e-12
NETO2	ENSG00000171208.9	13.100	3.690	1.588	2.82e-14
TMEM37	ENSG00000171227.6	3.010	8.540	-1.250	5.81e-6
LRG1	ENSG00000171236.9	0.390	2.025	-1.122	4.02e-6
SHCBP1	ENSG00000171241.8	2.930	0.555	1.338	4.04e-21
NPTX1	ENSG00000171246.5	11.640	1.785	2.182	4.00e-9
ZNF439	ENSG00000171291.8	0.780	2.885	-1.126	7.48e-19
KCNK3	ENSG00000171303.6	50.639	132.637	-1.372	5.67e-14
KRT19	ENSG00000171345.13	0.130	2.478	-1.622	1.20e-18
KRT13	ENSG00000171401.14	0.000	3.970	-2.313	1.47e-53
HOPX	ENSG00000171476.21	4.230	17.399	-1.815	6.72e-12
LRRC8D	ENSG00000171492.14	8.240	24.169	-1.446	2.42e-11
RXFP1	ENSG00000171509.15	0.110	2.045	-1.456	1.79e-44
PTGER4	ENSG00000171522.5	0.320	3.330	-1.714	4.02e-37
PIK3CD	ENSG00000171608.15	0.550	2.515	-1.181	3.67e-25
GPR34	ENSG00000171659.13	1.620	5.700	-1.355	3.91e-18
PLEKHG5	ENSG00000171680.20	2.590	11.010	-1.742	1.51e-39
VAT1L	ENSG00000171724.2	3.640	17.111	-1.965	7.51e-7
PAH	ENSG00000171759.8	0.390	6.840	-2.496	1.01e-6
GATM	ENSG00000171766.15	5.510	12.770	-1.081	3.93e-5
RASGRP4	ENSG00000171777.15	0.280	1.630	-1.039	5.95e-28
RHNO1	ENSG00000171792.10	23.209	8.580	1.337	1.12e-33
RRM2	ENSG00000171848.13	4.640	1.305	1.291	2.25e-9
SYNPO	ENSG00000171992.12	43.721	92.430	-1.063	2.00e-14
REG3A	ENSG00000172016.15	0.060	1.835	-1.419	6.92e-8
REG1B	ENSG00000172023.7	0.000	1.285	-1.192	5.41e-17
USP19	ENSG00000172046.18	14.240	32.290	-1.127	9.60e-19
SLFN12	ENSG00000172123.12	2.260	5.965	-1.095	6.18e-24
FRMD3	ENSG00000172159.15	0.970	3.875	-1.307	1.25e-25
SNTB1	ENSG00000172164.13	13.000	57.625	-2.066	1.30e-21
ISG20	ENSG00000172183.14	11.090	4.730	1.077	4.95e-9
MBOAT1	ENSG00000172197.10	0.350	2.450	-1.354	3.68e-20
ID4	ENSG00000172201.10	0.860	3.045	-1.121	9.90e-10
HINFP	ENSG00000172273.12	6.430	14.015	-1.015	6.72e-25
IL16	ENSG00000172349.16	1.310	3.655	-1.011	2.15e-16
SYNPO2	ENSG00000172403.10	1.140	3.695	-1.134	5.32e-17
TTC36	ENSG00000172425.10	0.060	1.145	-1.017	4.18e-47
FGGY	ENSG00000172456.16	5.190	16.090	-1.465	4.08e-25
ZFAND4	ENSG00000172671.19	1.910	5.700	-1.203	2.28e-26
SLFN11	ENSG00000172716.16	1.190	6.055	-1.688	8.37e-37
FADS6	ENSG00000172782.11	1.030	5.575	-1.696	8.51e-5
METAP1D	ENSG00000172878.13	2.060	5.700	-1.131	6.29e-32
NADSYN1	ENSG00000172890.11	20.490	43.535	-1.051	5.20e-22
NBEA	ENSG00000172915.18	1.390	4.740	-1.264	1.08e-25
MRGPRF	ENSG00000172935.8	0.260	2.580	-1.507	3.08e-35
GXYLT2	ENSG00000172986.12	0.970	3.685	-1.250	1.40e-14
HSPA6	ENSG00000173110.7	1.260	3.680	-1.050	6.50e-8
LRRN3	ENSG00000173114.12	3.470	18.610	-2.133	3.46e-17
RHOD	ENSG00000173156.6	0.280	1.735	-1.095	5.02e-11
PARP14	ENSG00000173193.13	4.440	11.045	-1.147	1.40e-27
SYT12	ENSG00000173227.13	0.250	1.930	-1.229	2.74e-12
SLC2A14	ENSG00000173262.11	7.070	2.885	1.055	3.49e-5
ZNF449	ENSG00000173275.12	3.430	8.140	-1.045	2.07e-19
SAA1	ENSG00000173432.10	0.170	25.490	-4.501	5.15e-33
MST1	ENSG00000173531.15	10.990	41.005	-1.809	5.34e-25
ZNF622	ENSG00000173545.4	25.470	10.810	1.164	3.79e-19
NABP1	ENSG00000173559.12	2.300	8.725	-1.559	4.46e-23
LRFN4	ENSG00000173621.8	3.130	8.335	-1.177	1.94e-16
HSPB7	ENSG00000173641.17	18.680	77.659	-1.999	8.62e-16
HEG1	ENSG00000173706.12	3.360	8.480	-1.121	4.78e-15
STAT5B	ENSG00000173757.9	13.020	47.550	-1.792	4.51e-37
RNF213	ENSG00000173821.19	18.900	67.234	-1.778	4.48e-32
SPTBN2	ENSG00000173898.11	8.670	22.505	-1.281	9.71e-23
HOXB2	ENSG00000173917.10	7.690	18.870	-1.193	2.34e-17
SELP	ENSG00000174175.16	0.240	2.165	-1.352	1.11e-28
PODN	ENSG00000174348.13	0.610	9.160	-2.658	1.30e-39
STAG3L3	ENSG00000174353.17	5.430	13.255	-1.149	1.19e-23
KLK15	ENSG00000174562.13	2.210	0.555	1.046	6.54e-17
KY	ENSG00000174611.11	0.020	3.080	-2.000	2.12e-44
SLCO2A1	ENSG00000174640.12	2.660	31.990	-3.172	6.29e-59
SEZ6L2	ENSG00000174938.14	38.379	13.840	1.408	6.42e-17
UBE2C	ENSG00000175063.16	25.591	1.855	3.219	2.41e-31
GK5	ENSG00000175066.15	1.720	9.420	-1.938	1.32e-38
YPEL2	ENSG00000175155.8	1.950	5.815	-1.208	1.41e-19
NPPA	ENSG00000175206.10	0.070	1.305	-1.107	1.84e-20
GOLGA8A	ENSG00000175265.17	9.920	36.385	-1.775	2.06e-25
PHYHD1	ENSG00000175287.18	1.340	28.874	-3.674	3.09e-44
PHYKPL	ENSG00000175309.14	15.190	39.156	-1.311	3.99e-29
NRIP3	ENSG00000175352.10	1.150	3.555	-1.083	4.80e-14
PNLIP	ENSG00000175535.6	0.000	1.975	-1.573	8.78e-27
FOSL1	ENSG00000175592.8	1.300	3.785	-1.057	1.90e-6
SUGCT	ENSG00000175600.15	3.760	38.219	-3.043	2.30e-41
RMI2	ENSG00000175643.8	11.950	1.200	2.557	1.07e-43
NR2F1	ENSG00000175745.11	5.410	38.425	-2.621	3.73e-44
LINC01106	ENSG00000175772.10	0.420	1.855	-1.008	5.59e-27
ZDHHC21	ENSG00000175893.11	1.390	3.880	-1.030	1.06e-33
UNC119B	ENSG00000175970.8	14.220	31.550	-1.097	6.08e-17
JAKMIP2	ENSG00000176049.15	7.700	1.415	1.849	1.36e-14
TPRN	ENSG00000176058.11	12.050	4.740	1.185	2.85e-17
TMEM39A	ENSG00000176142.12	5.120	11.390	-1.018	2.48e-20
RIMS2	ENSG00000176406.20	8.400	40.600	-2.146	3.04e-25
MYO1D	ENSG00000176658.16	11.240	23.698	-1.013	1.13e-11
TTTY14	ENSG00000176728.7	0.000	3.830	-2.272	7.79e-8
METRNL	ENSG00000176845.12	5.910	14.750	-1.189	3.47e-8
RP11-334J6.7	ENSG00000176868.2	16.470	5.184	1.498	7.62e-10
TYMS	ENSG00000176890.15	13.470	4.960	1.280	1.93e-12
MUC20	ENSG00000176945.16	1.340	4.285	-1.175	3.35e-11
NFATC2IP	ENSG00000176953.10	6.210	16.590	-1.287	3.16e-33
FIBIN	ENSG00000176971.3	0.280	2.730	-1.543	1.45e-16
MTHFR	ENSG00000177000.10	3.280	9.080	-1.236	1.08e-28
TMEM80	ENSG00000177042.14	7.500	25.535	-1.642	6.14e-33
FAM109B	ENSG00000177096.8	0.670	3.465	-1.419	4.43e-26
EPS8L2	ENSG00000177106.14	1.870	16.125	-2.577	1.16e-24
MRVI1-AS1	ENSG00000177112.7	0.300	1.650	-1.028	1.52e-26
NUDT4P1	ENSG00000177144.6	3.400	8.285	-1.077	5.66e-5
LRRN4CL	ENSG00000177363.4	0.900	5.375	-1.746	9.24e-28
HIC1	ENSG00000177374.12	1.300	5.195	-1.429	1.03e-26
PPFIA3	ENSG00000177380.13	21.190	9.305	1.107	4.79e-17
NR2C2	ENSG00000177463.15	3.630	9.530	-1.185	5.30e-28
IRX3	ENSG00000177508.11	1.240	4.050	-1.173	1.45e-12
RPRM	ENSG00000177519.3	3.290	11.370	-1.528	4.21e-10
SRRM3	ENSG00000177679.15	60.989	22.070	1.426	1.69e-12
